semestre,Catalunya,sexe,edat,concepte,estat,valor
S2/2000,Catalunya,total,de 16 a 64 anys,població,,4212262
S2/2000,Catalunya,total,65 anys o més,població,,1077187
S2/2000,Catalunya,total,total,població,,6213904
S1/2001,Catalunya,homes,de 0 a 15 anys,població,,476672
S1/2001,Catalunya,homes,de 16 a 64 anys,població,,2129689
S1/2001,Catalunya,homes,65 anys o més,població,,453450
S1/2001,Catalunya,homes,total,població,,3059811
S1/2001,Catalunya,dones,de 0 a 15 anys,població,,450941
S1/2001,Catalunya,dones,de 16 a 64 anys,població,,2109914
S1/2001,Catalunya,dones,65 anys o més,població,,632639
S1/2001,Catalunya,dones,total,població,,3193494
S1/2001,Catalunya,total,de 0 a 15 anys,població,,927613
S1/2001,Catalunya,total,de 16 a 64 anys,població,,4239603
S1/2001,Catalunya,total,65 anys o més,població,,1086089
S1/2001,Catalunya,total,total,població,,6253305
S2/2001,Catalunya,homes,de 0 a 15 anys,població,,481981
S2/2001,Catalunya,homes,de 16 a 64 anys,població,,2155826
S2/2001,Catalunya,homes,65 anys o més,població,,459156
S2/2001,Catalunya,homes,total,població,,3096963
S2/2001,Catalunya,dones,de 0 a 15 anys,població,,456511
S2/2001,Catalunya,dones,de 16 a 64 anys,població,,2132065
S2/2001,Catalunya,dones,65 anys o més,població,,640196
S2/2001,Catalunya,dones,total,població,,3228772
S2/2001,Catalunya,total,de 0 a 15 anys,població,,938492
S2/2001,Catalunya,total,de 16 a 64 anys,població,,4287891
S2/2001,Catalunya,total,65 anys o més,població,,1099352
S2/2001,Catalunya,total,total,població,,6325735
S1/2002,Catalunya,homes,de 0 a 15 anys,població,,487281
S1/2002,Catalunya,homes,de 16 a 64 anys,població,,2181955
S1/2002,Catalunya,homes,65 anys o més,població,,464904
S1/2002,Catalunya,homes,total,població,,3134140
S1/2002,Catalunya,dones,de 0 a 15 anys,població,,462050
S1/2002,Catalunya,dones,de 16 a 64 anys,població,,2154266
S1/2002,Catalunya,dones,65 anys o més,població,,647710
S1/2002,Catalunya,dones,total,població,,3264026
S1/2002,Catalunya,total,de 0 a 15 anys,població,,949331
S1/2002,Catalunya,total,de 16 a 64 anys,població,,4336221
S1/2002,Catalunya,total,65 anys o més,població,,1112614
S1/2002,Catalunya,total,total,població,,6398166
S2/2002,Catalunya,homes,de 0 a 15 anys,població,,494468
S2/2002,Catalunya,homes,de 16 a 64 anys,població,,2214452
S2/2002,Catalunya,homes,65 anys o més,població,,469467
S2/2002,Catalunya,homes,total,població,,3178387
S2/2002,Catalunya,dones,de 0 a 15 anys,població,,468449
S2/2002,Catalunya,dones,de 16 a 64 anys,població,,2178721
S2/2002,Catalunya,dones,65 anys o més,població,,652932
S2/2002,Catalunya,dones,total,població,,3300102
S2/2002,Catalunya,total,de 0 a 15 anys,població,,962917
S2/2002,Catalunya,total,de 16 a 64 anys,població,,4393173
S2/2002,Catalunya,total,65 anys o més,població,,1122399
S2/2002,Catalunya,total,total,població,,6478489
S1/2003,Catalunya,homes,de 0 a 15 anys,població,,501678
S1/2003,Catalunya,homes,de 16 a 64 anys,població,,2246918
S1/2003,Catalunya,homes,65 anys o més,població,,473959
S1/2003,Catalunya,homes,total,població,,3222555
S1/2003,Catalunya,dones,de 0 a 15 anys,població,,474844
S1/2003,Catalunya,dones,de 16 a 64 anys,població,,2203201
S1/2003,Catalunya,dones,65 anys o més,població,,658140
S1/2003,Catalunya,dones,total,població,,3336185
S1/2003,Catalunya,total,de 0 a 15 anys,població,,976522
S1/2003,Catalunya,total,de 16 a 64 anys,població,,4450119
S1/2003,Catalunya,total,65 anys o més,població,,1132099
S1/2003,Catalunya,total,total,població,,6558740
S2/2003,Catalunya,homes,de 0 a 15 anys,població,,509547
S2/2003,Catalunya,homes,de 16 a 64 anys,població,,2273290
S2/2003,Catalunya,homes,65 anys o més,població,,475291
S2/2003,Catalunya,homes,total,població,,3258128
S2/2003,Catalunya,dones,de 0 a 15 anys,població,,481924
S2/2003,Catalunya,dones,de 16 a 64 anys,població,,2226113
S2/2003,Catalunya,dones,65 anys o més,població,,659946
S2/2003,Catalunya,dones,total,població,,3367983
S2/2003,Catalunya,total,de 0 a 15 anys,població,,991471
S2/2003,Catalunya,total,de 16 a 64 anys,població,,4499403
S2/2003,Catalunya,total,65 anys o més,població,,1135237
S2/2003,Catalunya,total,total,població,,6626111
S1/2004,Catalunya,homes,de 0 a 15 anys,població,,517409
S1/2004,Catalunya,homes,de 16 a 64 anys,població,,2299655
S1/2004,Catalunya,homes,65 anys o més,població,,476597
S1/2004,Catalunya,homes,total,població,,3293661
S1/2004,Catalunya,dones,de 0 a 15 anys,població,,488987
S1/2004,Catalunya,dones,de 16 a 64 anys,població,,2248981
S1/2004,Catalunya,dones,65 anys o més,població,,661668
S1/2004,Catalunya,dones,total,població,,3399636
S1/2004,Catalunya,total,de 0 a 15 anys,població,,1006396
S1/2004,Catalunya,total,de 16 a 64 anys,població,,4548636
S1/2004,Catalunya,total,65 anys o més,població,,1138265
S1/2004,Catalunya,total,total,població,,6693297
S2/2004,Catalunya,homes,de 0 a 15 anys,població,,525467
S2/2004,Catalunya,homes,de 16 a 64 anys,població,,2335060
S2/2004,Catalunya,homes,65 anys o més,població,,475774
S2/2004,Catalunya,homes,total,població,,3336301
S2/2004,Catalunya,dones,de 0 a 15 anys,població,,496421
S2/2004,Catalunya,dones,de 16 a 64 anys,població,,2275987
S2/2004,Catalunya,dones,65 anys o més,població,,661305
S2/2004,Catalunya,dones,total,població,,3433713
S2/2004,Catalunya,total,de 0 a 15 anys,població,,1021888
S2/2004,Catalunya,total,de 16 a 64 anys,població,,4611047
S2/2004,Catalunya,total,65 anys o més,població,,1137079
S2/2004,Catalunya,total,total,població,,6770014
S1/2005,Catalunya,homes,de 0 a 15 anys,població,,533512
S1/2005,Catalunya,homes,de 16 a 64 anys,població,,2370478
S1/2005,Catalunya,homes,65 anys o més,població,,474921
S1/2005,Catalunya,homes,total,població,,3378911
S1/2005,Catalunya,dones,de 0 a 15 anys,població,,503854
S1/2005,Catalunya,dones,de 16 a 64 anys,població,,2303008
S1/2005,Catalunya,dones,65 anys o més,població,,660919
S1/2005,Catalunya,dones,total,població,,3467781
S1/2005,Catalunya,total,de 0 a 15 anys,població,,1037366
S1/2005,Catalunya,total,de 16 a 64 anys,població,,4673486
S1/2005,Catalunya,total,65 anys o més,població,,1135840
S1/2005,Catalunya,total,total,població,,6846692
S2/2005,Catalunya,homes,de 0 a 15 anys,població,,542828
S2/2005,Catalunya,homes,de 16 a 64 anys,població,,2395493
S2/2005,Catalunya,homes,65 anys o més,població,,480994
S2/2005,Catalunya,homes,total,població,,3419315
S2/2005,Catalunya,dones,de 0 a 15 anys,població,,512279
S2/2005,Catalunya,dones,de 16 a 64 anys,població,,2321809
S2/2005,Catalunya,dones,65 anys o més,població,,667408
S2/2005,Catalunya,dones,total,població,,3501496
S2/2005,Catalunya,total,de 0 a 15 anys,població,,1055107
S2/2005,Catalunya,total,de 16 a 64 anys,població,,4717302
S2/2005,Catalunya,total,65 anys o més,població,,1148402
S2/2005,Catalunya,total,total,població,,6920811
S1/2006,Catalunya,homes,de 0 a 15 anys,població,,552148
S1/2006,Catalunya,homes,de 16 a 64 anys,població,,2420467
S1/2006,Catalunya,homes,65 anys o més,població,,487073
S1/2006,Catalunya,homes,total,població,,3459688
S1/2006,Catalunya,dones,de 0 a 15 anys,població,,520714
S1/2006,Catalunya,dones,de 16 a 64 anys,població,,2340612
S1/2006,Catalunya,dones,65 anys o més,població,,673923
S1/2006,Catalunya,dones,total,població,,3535249
S1/2006,Catalunya,total,de 0 a 15 anys,població,,1072862
S1/2006,Catalunya,total,de 16 a 64 anys,població,,4761079
S1/2006,Catalunya,total,65 anys o més,població,,1160996
S1/2006,Catalunya,total,total,població,,6994937
S2/2006,Catalunya,homes,de 0 a 15 anys,població,,561677
S2/2006,Catalunya,homes,de 16 a 64 anys,població,,2447473
S2/2006,Catalunya,homes,65 anys o més,població,,489913
S2/2006,Catalunya,homes,total,població,,3499063
S2/2006,Catalunya,dones,de 0 a 15 anys,població,,529784
S2/2006,Catalunya,dones,de 16 a 64 anys,població,,2364711
S2/2006,Catalunya,dones,65 anys o més,població,,677252
S2/2006,Catalunya,dones,total,població,,3571747
S2/2006,Catalunya,total,de 0 a 15 anys,població,,1091461
S2/2006,Catalunya,total,de 16 a 64 anys,població,,4812184
S2/2006,Catalunya,total,65 anys o més,població,,1167165
S2/2006,Catalunya,total,total,població,,7070810
S1/2007,Catalunya,homes,de 0 a 15 anys,població,,571197
S1/2007,Catalunya,homes,de 16 a 64 anys,població,,2474502
S1/2007,Catalunya,homes,65 anys o més,població,,492768
S1/2007,Catalunya,homes,total,població,,3538467
S1/2007,Catalunya,dones,de 0 a 15 anys,població,,538869
S1/2007,Catalunya,dones,de 16 a 64 anys,població,,2388803
S1/2007,Catalunya,dones,65 anys o més,població,,680595
S1/2007,Catalunya,dones,total,població,,3608267
S1/2007,Catalunya,total,de 0 a 15 anys,població,,1110066
S1/2007,Catalunya,total,de 16 a 64 anys,població,,4863305
S1/2007,Catalunya,total,65 anys o més,població,,1173363
S1/2007,Catalunya,total,total,població,,7146734
S2/2007,Catalunya,homes,de 0 a 15 anys,població,,581245
S2/2007,Catalunya,homes,de 16 a 64 anys,població,,2502449
S2/2007,Catalunya,homes,65 anys o més,població,,495707
S2/2007,Catalunya,homes,total,població,,3579401
S2/2007,Catalunya,dones,de 0 a 15 anys,població,,548146
S2/2007,Catalunya,dones,de 16 a 64 anys,població,,2410981
S2/2007,Catalunya,dones,65 anys o més,població,,683967
S2/2007,Catalunya,dones,total,població,,3643094
S2/2007,Catalunya,total,de 0 a 15 anys,població,,1129391
S2/2007,Catalunya,total,de 16 a 64 anys,població,,4913430
S2/2007,Catalunya,total,65 anys o més,població,,1179674
S2/2007,Catalunya,total,total,població,,7222495
S1/2008,Catalunya,homes,de 0 a 15 anys,població,,591288
S1/2008,Catalunya,homes,de 16 a 64 anys,població,,2530385
S1/2008,Catalunya,homes,65 anys o més,població,,498692
S1/2008,Catalunya,homes,total,població,,3620365
S1/2008,Catalunya,dones,de 0 a 15 anys,població,,557426
S1/2008,Catalunya,dones,de 16 a 64 anys,població,,2433156
S1/2008,Catalunya,dones,65 anys o més,població,,687366
S1/2008,Catalunya,dones,total,població,,3677948
S1/2008,Catalunya,total,de 0 a 15 anys,població,,1148714
S1/2008,Catalunya,total,de 16 a 64 anys,població,,4963541
S1/2008,Catalunya,total,65 anys o més,població,,1186058
S1/2008,Catalunya,total,total,població,,7298313
S2/2008,Catalunya,homes,de 0 a 15 anys,població,,601267
S2/2008,Catalunya,homes,de 16 a 64 anys,població,,2545558
S2/2008,Catalunya,homes,65 anys o més,població,,504189
S2/2008,Catalunya,homes,total,població,,3651014
S2/2008,Catalunya,dones,de 0 a 15 anys,població,,566230
S2/2008,Catalunya,dones,de 16 a 64 anys,població,,2447068
S2/2008,Catalunya,dones,65 anys o més,població,,693194
S2/2008,Catalunya,dones,total,població,,3706492
S2/2008,Catalunya,total,de 0 a 15 anys,població,,1167497
S2/2008,Catalunya,total,de 16 a 64 anys,població,,4992626
S2/2008,Catalunya,total,65 anys o més,població,,1197383
S2/2008,Catalunya,total,total,població,,7357506
S1/2009,Catalunya,homes,de 0 a 15 anys,població,,611220
S1/2009,Catalunya,homes,de 16 a 64 anys,població,,2560713
S1/2009,Catalunya,homes,65 anys o més,població,,509678
S1/2009,Catalunya,homes,total,població,,3681611
S1/2009,Catalunya,dones,de 0 a 15 anys,població,,575051
S1/2009,Catalunya,dones,de 16 a 64 anys,població,,2460978
S1/2009,Catalunya,dones,65 anys o més,població,,698965
S1/2009,Catalunya,dones,total,població,,3734994
S1/2009,Catalunya,total,de 0 a 15 anys,població,,1186271
S1/2009,Catalunya,total,de 16 a 64 anys,població,,5021691
S1/2009,Catalunya,total,65 anys o més,població,,1208643
S1/2009,Catalunya,total,total,població,,7416605
S2/2009,Catalunya,homes,de 0 a 15 anys,població,,618327
S2/2009,Catalunya,homes,de 16 a 64 anys,població,,2557234
S2/2009,Catalunya,homes,65 anys o més,població,,514990
S2/2009,Catalunya,homes,total,població,,3690551
S2/2009,Catalunya,dones,de 0 a 15 anys,població,,580917
S2/2009,Catalunya,dones,de 16 a 64 anys,població,,2462840
S2/2009,Catalunya,dones,65 anys o més,població,,705003
S2/2009,Catalunya,dones,total,població,,3748760
S2/2009,Catalunya,total,de 0 a 15 anys,població,,1199244
S2/2009,Catalunya,total,de 16 a 64 anys,població,,5020074
S2/2009,Catalunya,total,65 anys o més,població,,1219993
S2/2009,Catalunya,total,total,població,,7439311
S1/2010,Catalunya,homes,de 0 a 15 anys,població,,625462
S1/2010,Catalunya,homes,de 16 a 64 anys,població,,2553804
S1/2010,Catalunya,homes,65 anys o més,població,,520343
S1/2010,Catalunya,homes,total,població,,3699609
S1/2010,Catalunya,dones,de 0 a 15 anys,població,,586773
S1/2010,Catalunya,dones,de 16 a 64 anys,població,,2464736
S1/2010,Catalunya,dones,65 anys o més,població,,710926
S1/2010,Catalunya,dones,total,població,,3762435
S1/2010,Catalunya,total,de 0 a 15 anys,població,,1212235
S1/2010,Catalunya,total,de 16 a 64 anys,població,,5018540
S1/2010,Catalunya,total,65 anys o més,població,,1231269
S1/2010,Catalunya,total,total,població,,7462044
S2/2010,Catalunya,homes,de 0 a 15 anys,població,,631692
S2/2010,Catalunya,homes,de 16 a 64 anys,població,,2549060
S2/2010,Catalunya,homes,65 anys o més,població,,526867
S2/2010,Catalunya,homes,total,població,,3707619
S2/2010,Catalunya,dones,de 0 a 15 anys,població,,592098
S2/2010,Catalunya,dones,de 16 a 64 anys,població,,2463892
S2/2010,Catalunya,dones,65 anys o més,població,,718326
S2/2010,Catalunya,dones,total,població,,3774316
S2/2010,Catalunya,total,de 0 a 15 anys,població,,1223790
S2/2010,Catalunya,total,de 16 a 64 anys,població,,5012952
S2/2010,Catalunya,total,65 anys o més,població,,1245193
S2/2010,Catalunya,total,total,població,,7481935
S1/2011,Catalunya,homes,de 0 a 15 anys,població,,637957
S1/2011,Catalunya,homes,de 16 a 64 anys,població,,2544259
S1/2011,Catalunya,homes,65 anys o més,població,,533376
S1/2011,Catalunya,homes,total,població,,3715592
S1/2011,Catalunya,dones,de 0 a 15 anys,població,,597425
S1/2011,Catalunya,dones,de 16 a 64 anys,població,,2463134
S1/2011,Catalunya,dones,65 anys o més,població,,725702
S1/2011,Catalunya,dones,total,població,,3786261
S1/2011,Catalunya,total,de 0 a 15 anys,població,,1235382
S1/2011,Catalunya,total,de 16 a 64 anys,població,,5007393
S1/2011,Catalunya,total,65 anys o més,població,,1259078
S1/2011,Catalunya,total,total,població,,7501853
S2/2011,Catalunya,homes,de 0 a 15 anys,població,,642756
S2/2011,Catalunya,homes,de 16 a 64 anys,població,,2534748
S2/2011,Catalunya,homes,65 anys o més,població,,539344
S2/2011,Catalunya,homes,total,població,,3716848
S2/2011,Catalunya,dones,de 0 a 15 anys,població,,601826
S2/2011,Catalunya,dones,de 16 a 64 anys,població,,2461534
S2/2011,Catalunya,dones,65 anys o més,població,,732685
S2/2011,Catalunya,dones,total,població,,3796045
S2/2011,Catalunya,total,de 0 a 15 anys,població,,1244582
S2/2011,Catalunya,total,de 16 a 64 anys,població,,4996282
S2/2011,Catalunya,total,65 anys o més,població,,1272029
S2/2011,Catalunya,total,total,població,,7512893
S1/2012,Catalunya,homes,de 0 a 15 anys,població,,646554
S1/2012,Catalunya,homes,de 16 a 64 anys,població,,2523022
S1/2012,Catalunya,homes,65 anys o més,població,,543970
S1/2012,Catalunya,homes,total,població,,3713546
S1/2012,Catalunya,dones,de 0 a 15 anys,població,,605531
S1/2012,Catalunya,dones,de 16 a 64 anys,població,,2458117
S1/2012,Catalunya,dones,65 anys o més,població,,738204
S1/2012,Catalunya,dones,total,població,,3801852
S1/2012,Catalunya,total,de 0 a 15 anys,població,,1252085
S1/2012,Catalunya,total,de 16 a 64 anys,població,,4981139
S1/2012,Catalunya,total,65 anys o més,població,,1282174
S1/2012,Catalunya,total,total,població,,7515398
S2/2012,Catalunya,homes,de 0 a 15 anys,població,,647010
S2/2012,Catalunya,homes,de 16 a 64 anys,població,,2503733
S2/2012,Catalunya,homes,65 anys o més,població,,549266
S2/2012,Catalunya,homes,total,població,,3700009
S2/2012,Catalunya,dones,de 0 a 15 anys,població,,606474
S2/2012,Catalunya,dones,de 16 a 64 anys,població,,2447980
S2/2012,Catalunya,dones,65 anys o més,població,,743805
S2/2012,Catalunya,dones,total,població,,3798259
S2/2012,Catalunya,total,de 0 a 15 anys,població,,1253484
S2/2012,Catalunya,total,de 16 a 64 anys,població,,4951713
S2/2012,Catalunya,total,65 anys o més,població,,1293071
S2/2012,Catalunya,total,total,població,,7498268
S1/2013,Catalunya,homes,de 0 a 15 anys,població,,647468
S1/2013,Catalunya,homes,de 16 a 64 anys,població,,2484448
S1/2013,Catalunya,homes,65 anys o més,població,,554570
S1/2013,Catalunya,homes,total,població,,3686486
S1/2013,Catalunya,dones,de 0 a 15 anys,població,,607419
S1/2013,Catalunya,dones,de 16 a 64 anys,població,,2437844
S1/2013,Catalunya,dones,65 anys o més,població,,749409
S1/2013,Catalunya,dones,total,població,,3794672
S1/2013,Catalunya,total,de 0 a 15 anys,població,,1254887
S1/2013,Catalunya,total,de 16 a 64 anys,població,,4922292
S1/2013,Catalunya,total,65 anys o més,població,,1303979
S1/2013,Catalunya,total,total,població,,7481158
S2/2013,Catalunya,homes,de 0 a 15 anys,població,,646168
S2/2013,Catalunya,homes,de 16 a 64 anys,població,,2464417
S2/2013,Catalunya,homes,65 anys o més,població,,561486
S2/2013,Catalunya,homes,total,població,,3672071
S2/2013,Catalunya,dones,de 0 a 15 anys,població,,606381
S2/2013,Catalunya,dones,de 16 a 64 anys,població,,2423805
S2/2013,Catalunya,dones,65 anys o més,població,,757337
S2/2013,Catalunya,dones,total,població,,3787523
S2/2013,Catalunya,total,de 0 a 15 anys,població,,1252549
S2/2013,Catalunya,total,de 16 a 64 anys,població,,4888222
S2/2013,Catalunya,total,65 anys o més,població,,1318823
S2/2013,Catalunya,total,total,població,,7459594
S1/2014,Catalunya,homes,de 0 a 15 anys,població,,644873
S1/2014,Catalunya,homes,de 16 a 64 anys,població,,2444392
S1/2014,Catalunya,homes,65 anys o més,població,,568415
S1/2014,Catalunya,homes,total,població,,3657680
S1/2014,Catalunya,dones,de 0 a 15 anys,població,,605344
S1/2014,Catalunya,dones,de 16 a 64 anys,població,,2409764
S1/2014,Catalunya,dones,65 anys o més,població,,765272
S1/2014,Catalunya,dones,total,població,,3780380
S1/2014,Catalunya,total,de 0 a 15 anys,població,,1250217
S1/2014,Catalunya,total,de 16 a 64 anys,població,,4854156
S1/2014,Catalunya,total,65 anys o més,població,,1333687
S1/2014,Catalunya,total,total,població,,7438060
S2/2014,Catalunya,homes,de 0 a 15 anys,població,,644869
S2/2014,Catalunya,homes,de 16 a 64 anys,població,,2434947
S2/2014,Catalunya,homes,65 anys o més,població,,574073
S2/2014,Catalunya,homes,total,població,,3653889
S2/2014,Catalunya,dones,de 0 a 15 anys,població,,605668
S2/2014,Catalunya,dones,de 16 a 64 anys,població,,2403205
S2/2014,Catalunya,dones,65 anys o més,població,,771572
S2/2014,Catalunya,dones,total,població,,3780445
S2/2014,Catalunya,total,de 0 a 15 anys,població,,1250537
S2/2014,Catalunya,total,de 16 a 64 anys,població,,4838152
S2/2014,Catalunya,total,65 anys o més,població,,1345645
S2/2014,Catalunya,total,total,població,,7434334
S1/2015,Catalunya,homes,de 0 a 15 anys,població,,644868
S1/2015,Catalunya,homes,de 16 a 64 anys,població,,2425508
S1/2015,Catalunya,homes,65 anys o més,població,,579746
S1/2015,Catalunya,homes,total,població,,3650122
S1/2015,Catalunya,dones,de 0 a 15 anys,població,,605990
S1/2015,Catalunya,dones,de 16 a 64 anys,població,,2396654
S1/2015,Catalunya,dones,65 anys o més,població,,777872
S1/2015,Catalunya,dones,total,població,,3780516
S1/2015,Catalunya,total,de 0 a 15 anys,població,,1250858
S1/2015,Catalunya,total,de 16 a 64 anys,població,,4822162
S1/2015,Catalunya,total,65 anys o més,població,,1357618
S1/2015,Catalunya,total,total,població,,7430638
S2/2015,Catalunya,homes,de 0 a 15 anys,població,,645326
S2/2015,Catalunya,homes,de 16 a 64 anys,població,,2426783
S2/2015,Catalunya,homes,65 anys o més,població,,583865
S2/2015,Catalunya,homes,total,població,,3655974
S2/2015,Catalunya,dones,de 0 a 15 anys,població,,606381
S2/2015,Catalunya,dones,de 16 a 64 anys,població,,2398399
S2/2015,Catalunya,dones,65 anys o més,població,,782386
S2/2015,Catalunya,dones,total,població,,3787166
S2/2015,Catalunya,total,de 0 a 15 anys,població,,1251707
S2/2015,Catalunya,total,de 16 a 64 anys,població,,4825182
S2/2015,Catalunya,total,65 anys o més,població,,1366251
S2/2015,Catalunya,total,total,població,,7443140
S1/2016,Catalunya,homes,de 0 a 15 anys,població,,645783
S1/2016,Catalunya,homes,de 16 a 64 anys,població,,2428075
S1/2016,Catalunya,homes,65 anys o més,població,,587988
S1/2016,Catalunya,homes,total,població,,3661846
S1/2016,Catalunya,dones,de 0 a 15 anys,població,,606771
S1/2016,Catalunya,dones,de 16 a 64 anys,població,,2400153
S1/2016,Catalunya,dones,65 anys o més,població,,786901
S1/2016,Catalunya,dones,total,població,,3793825
S1/2016,Catalunya,total,de 0 a 15 anys,població,,1252554
S1/2016,Catalunya,total,de 16 a 64 anys,població,,4828228
S1/2016,Catalunya,total,65 anys o més,població,,1374889
S1/2016,Catalunya,total,total,població,,7455671
S2/2016,Catalunya,homes,de 0 a 15 anys,població,,646032
S2/2016,Catalunya,homes,de 16 a 64 anys,població,,2434481
S2/2016,Catalunya,homes,65 anys o més,població,,592788
S2/2016,Catalunya,homes,total,població,,3673301
S2/2016,Catalunya,dones,de 0 a 15 anys,població,,606981
S2/2016,Catalunya,dones,de 16 a 64 anys,població,,2407351
S2/2016,Catalunya,dones,65 anys o més,població,,792583
S2/2016,Catalunya,dones,total,població,,3806915
S2/2016,Catalunya,total,de 0 a 15 anys,població,,1253013
S2/2016,Catalunya,total,de 16 a 64 anys,població,,4841832
S2/2016,Catalunya,total,65 anys o més,població,,1385371
S2/2016,Catalunya,total,total,població,,7480216
S1/2017,Catalunya,homes,de 0 a 15 anys,població,,646280
S1/2017,Catalunya,homes,de 16 a 64 anys,població,,2440884
S1/2017,Catalunya,homes,65 anys o més,població,,597583
S1/2017,Catalunya,homes,total,població,,3684747
S1/2017,Catalunya,dones,de 0 a 15 anys,població,,607193
S1/2017,Catalunya,dones,de 16 a 64 anys,població,,2414551
S1/2017,Catalunya,dones,65 anys o més,població,,798273
S1/2017,Catalunya,dones,total,població,,3820017
S1/2017,Catalunya,total,de 0 a 15 anys,població,,1253473
S1/2017,Catalunya,total,de 16 a 64 anys,població,,4855435
S1/2017,Catalunya,total,65 anys o més,població,,1395856
S1/2017,Catalunya,total,total,població,,7504764
S2/2017,Catalunya,homes,de 0 a 15 anys,població,,646368
S2/2017,Catalunya,homes,de 16 a 64 anys,població,,2447150
S2/2017,Catalunya,homes,65 anys o més,població,,602688
S2/2017,Catalunya,homes,total,població,,3696206
S2/2017,Catalunya,dones,de 0 a 15 anys,població,,607200
S2/2017,Catalunya,dones,de 16 a 64 anys,població,,2421772
S2/2017,Catalunya,dones,65 anys o més,població,,804041
S2/2017,Catalunya,dones,total,població,,3833013
S2/2017,Catalunya,total,de 0 a 15 anys,població,,1253568
S2/2017,Catalunya,total,de 16 a 64 anys,població,,4868922
S2/2017,Catalunya,total,65 anys o més,població,,1406729
S2/2017,Catalunya,total,total,població,,7529219
S1/2018,Catalunya,homes,de 0 a 15 anys,població,,646454
S1/2018,Catalunya,homes,de 16 a 64 anys,població,,2453420
S1/2018,Catalunya,homes,65 anys o més,població,,607797
S1/2018,Catalunya,homes,total,població,,3707671
S1/2018,Catalunya,dones,de 0 a 15 anys,població,,607203
S1/2018,Catalunya,dones,de 16 a 64 anys,població,,2429002
S1/2018,Catalunya,dones,65 anys o més,població,,809805
S1/2018,Catalunya,dones,total,població,,3846010
S1/2018,Catalunya,total,de 0 a 15 anys,població,,1253657
S1/2018,Catalunya,total,de 16 a 64 anys,població,,4882422
S1/2018,Catalunya,total,65 anys o més,població,,1417602
S1/2018,Catalunya,total,total,població,,7553681
S2/2018,Catalunya,homes,de 0 a 15 anys,població,,645766
S2/2018,Catalunya,homes,de 16 a 64 anys,població,,2469105
S2/2018,Catalunya,homes,65 anys o més,població,,612949
S2/2018,Catalunya,homes,total,població,,3727820
S2/2018,Catalunya,dones,de 0 a 15 anys,població,,606739
S2/2018,Catalunya,dones,de 16 a 64 anys,població,,2441509
S2/2018,Catalunya,dones,65 anys o més,població,,815711
S2/2018,Catalunya,dones,total,població,,3863959
S2/2018,Catalunya,total,de 0 a 15 anys,població,,1252505
S2/2018,Catalunya,total,de 16 a 64 anys,població,,4910614
S2/2018,Catalunya,total,65 anys o més,població,,1428660
S2/2018,Catalunya,total,total,població,,7591779
S1/2019,Catalunya,homes,de 0 a 15 anys,població,,645081
S1/2019,Catalunya,homes,de 16 a 64 anys,població,,2484793
S1/2019,Catalunya,homes,65 anys o més,població,,618104
S1/2019,Catalunya,homes,total,població,,3747978
S1/2019,Catalunya,dones,de 0 a 15 anys,població,,606273
S1/2019,Catalunya,dones,de 16 a 64 anys,població,,2454021
S1/2019,Catalunya,dones,65 anys o més,població,,821617
S1/2019,Catalunya,dones,total,població,,3881911
S1/2019,Catalunya,total,de 0 a 15 anys,població,,1251354
S1/2019,Catalunya,total,de 16 a 64 anys,població,,4938814
S1/2019,Catalunya,total,65 anys o més,població,,1439721
S1/2019,Catalunya,total,total,població,,7629889
S2/2019,Catalunya,homes,de 0 a 15 anys,població,,644205
S2/2019,Catalunya,homes,de 16 a 64 anys,població,,2508051
S2/2019,Catalunya,homes,65 anys o més,població,,623915
S2/2019,Catalunya,homes,total,població,,3776171
S2/2019,Catalunya,dones,de 0 a 15 anys,població,,605591
S2/2019,Catalunya,dones,de 16 a 64 anys,població,,2470973
S2/2019,Catalunya,dones,65 anys o més,població,,828592
S2/2019,Catalunya,dones,total,població,,3905156
S2/2019,Catalunya,total,de 0 a 15 anys,població,,1249796
S2/2019,Catalunya,total,de 16 a 64 anys,població,,4979024
S2/2019,Catalunya,total,65 anys o més,població,,1452507
S2/2019,Catalunya,total,total,població,,7681327
S1/2020,Catalunya,homes,de 0 a 15 anys,població,,643333
S1/2020,Catalunya,homes,de 16 a 64 anys,població,,2531299
S1/2020,Catalunya,homes,65 anys o més,població,,629725
S1/2020,Catalunya,homes,total,població,,3804357
S1/2020,Catalunya,dones,de 0 a 15 anys,població,,604909
S1/2020,Catalunya,dones,de 16 a 64 anys,població,,2487926
S1/2020,Catalunya,dones,65 anys o més,població,,835564
S1/2020,Catalunya,dones,total,població,,3928399
S1/2020,Catalunya,total,de 0 a 15 anys,població,,1248242
S1/2020,Catalunya,total,de 16 a 64 anys,població,,5019225
S1/2020,Catalunya,total,65 anys o més,població,,1465289
S1/2020,Catalunya,total,total,població,,7732756
S2/2020,Catalunya,homes,de 0 a 15 anys,població,,637664
S2/2020,Catalunya,homes,de 16 a 64 anys,població,,2539934
S2/2020,Catalunya,homes,65 anys o més,població,,631989
S2/2020,Catalunya,homes,total,població,,3809587
S2/2020,Catalunya,dones,de 0 a 15 anys,població,,599954
S2/2020,Catalunya,dones,de 16 a 64 anys,població,,2493335
S2/2020,Catalunya,dones,65 anys o més,població,,838447
S2/2020,Catalunya,dones,total,població,,3931736
S2/2020,Catalunya,total,de 0 a 15 anys,població,,1237618
